|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :|Openings:|PG :
10|77|27 days ago|Any Graduate|2 - 7 years|"Job description
Roles and Responsibilities
- Must be Strong in Handling a team and able to help the team wherever they are stuck.
- Experience in Agile iterative and incremental development project
- Familiarity with code versioning tools such as Git, SVN, or any versioning Tools
- Experience with Azure or AWS is a plus
- Experience in using JIRA and TFS
- To maintain a high level of software quality
- Successfully implement development processes, coding best practices, and code reviews
- Resolve complex technical issues as necessary
- All other duties as assigned

Desired Candidate Profile

- Thorough understanding of MVC and MVVM and its core principles
- Experience with Blazor workflows is a added advantage
- Experience in Razor will be added advantage
- Experience in SQL server or any DB is a must
- Familiarity with RESTful APIs
- Excellent knowledge of HTML5, CSS, JavaScript, and front-end frameworks
- Knowledge of modern authorization mechanisms, such as JSON Web Token
- Familiarity with modern front-end build pipelines and tools
- Must be passionate about software development
- Strong research skill
- Strong knowledge in industry best practices in development
- Ability to provide detailed specifications for the development of complex system components
- Good Verbal and written communications skills

If interested, please inbox your resume to swetha.srinivasan@straive.com




RoleSoftware Developer
Industry TypeAnalytics / KPO / Research
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Azure or AWS.Net CoreWeb ApiBlazorSQL ServerMicroservices"|['SQL Server', 'Microservices']|.Net core Developer|Not Disclosed||20|
11|11|5 days ago|Any Graduate|4 - 9 years|"Job description
Job Description

Experience: 4-9 years

Educational Qualification:

Bachelors degree in Computer Science, Software Engineering, Information Technology, Computer Engineering or related field required

Duration: NP 15 30 days

Location: Bangalore/ Mumbai
Key Technical Skills:
Primary Responsibilities:
The candidate must possess a strong technology background with advanced knowledge of Java technology.
4-9 years of Java EE and Core Java experience
Strong experience with Angular framework
Experience with Web Service Development and Services Oriented Architecture
Spring framework
Exposure with ML modules in Python or Java
Ability to coordinate with multiple groups, both internal and external to the firm, including offshore development and QA teams, internal infrastructure groups, vendors, and support teams.
Strong development skills with the ability to create and contribute to Machine Learning based platforms
Ability and willingness to learn new technologies and work on the same to meet business requirements.
A background that includes strong problem solving such as system integration, infrastructure debugging, or system administration.
Experienced in ML Ops

Roles & Responsibilities:
Web UI frameworks like Angular or REACT libraries
hands-on experience with cloud technologies
Working experience on Python
Familiarity with NLP, predictive models, etc.
Familiarity with Jupytor Notebooks, PyTorch, OCR, Keras, and other libraries
Working knowledge of Databases including Design, SQL proficiency, and Stored Procedure creation
Basic Understanding of ML Algorithms
XML Technologies such as JAXB

Recruiter Name: Swikruti Gole


RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
PytorchJava EENLPAlgorithmsJAXBSoftware EngineeringKerasMachine LearningPythonSQL"|['Java EE', 'NLP', 'Algorithms', 'JAXB', 'Software Engineering', 'Machine Learning', 'Python', 'SQL']|FullStack Java Angular|₹ 4,00,000 - 9,00,000 P.A.||1|
12|285|27 days ago|Any Graduate|2 - 6 years|"Job description

About Us

A group that has been involved in ecommerce since 2002. With offices in the UK, India, Australia and New Zealand, we have organically built a strong portfolio of online businesses and a host of recognisable brands. Our India offices are in Vadodara and Hyderabad and provide us with a suite of functions that include web production, marketing, accounting and support. Where a lot of international companies utilize manpower from India, we don't see them as a back office but rather the core of what we do and who we are as a team.

The Job

Working alongside our design head within our established yet expanding production function, the role involves the creation of design concepts for our websites, internal communications and social media platforms. We are always looking to improve our designs to capture the latest trends and visuals that really represent our brands in the best possible way. As we operate in international markets, you will be somebody who either has designed marketing materials for overseas clients or you have studied the differences.

About You
You are truly passionate about design.
A truly creative individual.
2 + years experience within a similar type of role.
You are a wizard with CoralDRAW and the full Adobe suite of design software.
Experience with the entire process from visualization to print or web output.
A strong portfolio of work which contains variety and flair.
Video creation skills and experience would be advantageous.
You have a good standard of English.
Communication skills within the team and with stakeholders a must.
A good standard of education.
Somebody who is able to improve on existing ideas.
Time management skills and self organisation is critical.
You are able to take feedback on your work.
Intelligent, a strong work ethic and an amazing attitude.

Benefits
Market leading pay rates.
Ability to work from home or from our offices.
Performance based incentives.
Strong, solid and established company.
Salary is completely negotiable based upon your ability.
International travel opportunities.
6 monthly salary reviews.
95% of management promoted from within.
World class training provided.
Service recognition awards.
Regular performance recognition awards.
Accommodation available where required.
Fantastic social events.
Dynamic, motivated international team.
Your input makes a difference.

What are you waiting for?

It doesn't surprise us that we have become one of the most popular employers within the industry. We pay well, we invest in people and have fun whilst recognising your contribution.
We are proud to have become an internationally award winning employer and want to continue our success through you. A lot of people want an opportunity to showcase their talent and be recognised for it. If you are considering a move, just get in touch with our team who would be happy to help answer any of your questions. If you are ready to apply, simply email us a copy of your latest CV together with your expectations and why you think you are ideal for this role!
RoleGraphic Designer
Industry TypeIT Services & Consulting
Functional AreaDesign, Creative, User Experience
Employment TypeFull Time, Permanent
Role CategoryCreative
Education
UG :Any Graduate
Key Skills
VisualiserPrintingNew ZealandEventsSocial MediaWeb TechnologiesCorel DrawManagement SkillsGraphic DesigningSoftware Design"|['Visualiser', 'Printing', 'New Zealand', 'Events', 'Social Media', 'Web Technologies', 'Corel Draw', 'Management Skills', 'Graphic Designing', 'Software Design']|Graphic Designer Visualiser|₹ 2,25,000 - 7,25,000 P.A.|||
13|155|27 days ago|B.Tech/B.E. in Any Specialization|3 - 7 years|"Job description
Responsibilities:

-As a Java/Kotlin Developer, you will coordinate with highly skilled team members and have Involvement in the full software development life cycle within broadly defined parameters and provide software solutions keeping into consideration the software quality needs.
-You will be playing a key role in the design, implementation, and maintenance of a large-scale distributed system.
-You'll be a part of a team in a start-up environment with the responsibility of enhancements and new developments to provide a more efficient and reliable service to millions of users using the latest cutting-edge technology.
-Your daily work will involve the Development, Unit Testing, and implementation of high-quality software solutions for new and existing products by coordinating with technical architects

Desired Experience :

- Overall experience of 3-6 years.
- Strong expertise in web application development.
- Solid understanding of software design, development, testing.
- Good hands-on experience in working with Java and/or Kotlin to write backend services.
- Hands-on experience required in writing clean, efficient, and well-documented REST APIs.
- Strong understanding of core Java and related concepts.
- Good exposure and working knowledge with RDBMS and NoSql DB.
- Linux & maven familiarity is required.
- Working experience in source control (GIT, SVN, etc).
- Experience in AWS is a plus.
- Startup background preferred.

Functional Competencies Required:

- Experience or understanding of software systems design tools and languages.
- Good analytical and problem-solving skills.
- Understanding of design for software systems running on multiple platform types.
- Understanding of basic testing, coding, and debugging procedures


RoleSolution Architect / Enterprise Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
JavaKotlin"|['Java']|Java/Kotlin - Developer|Not Disclosed|||
14|117|27 days ago|Any Graduate|1 - 4 years|"Job description
Greetings from Suma Soft Pvt Ltd ...!!!

We are actively looking for  passionate and self-motivated professionals like you.

Job Location : Pune
Mandatory Skills: .netcore, Angular 


Interested candidates kindly share their updated resume at jaya.singh@sumasoft.net,  with below details:
Experience:
Current CTC:
Expected CTC:
Notice Period:


Immediate Candidates would be preferred.
RoleHead/VP/GM-Technology(IT)/CTO
Industry TypeBPO / Call Centre
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :Any Graduate
PG :Any Postgraduate
Doctorate :Any Doctorate
Key Skills
.Net CoreSoftware DevelopmentCyber SecurityTechnical Support"|['Software Development', 'Cyber Security', 'Technical Support']|"Urgent Opening | .net core | Pune"|₹ 2,00,000 - 7,00,000 P.A.|Any Doctorate||Any Postgraduate
15|98|30+ days ago|B.Tech/B.E. in Any Specialization, B.Com in Any Specialization, B.B.A/ B.M.S in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization|6 - 11 years|"Job description
We are looking for talented backend tech leads who can help us build the next generation of microservices and applications that will drive our growing business. You will become an integral part of our world-class team of backend engineers that develop/own systems, microservices, and APIsthat:
Power client platforms and distribution channels such as Web, Apps, Design Partners, Affiliates, Offline Retail.
Help us build first of its kind novel omni channel experience.
Drive supply chain excellence through our in-house logistics arm.
Design and build platforms such as payment systems, last mile delivery systems, middlewares, and various B2B2C work flows.

Need To Have:
Strong analytical, problem solving, and troubleshooting skills
Strong foundation in computer science fundamentals: data structures, algorithms, and software
design
Strong ability and eagerness to quickly learn new technologies
Strong object-oriented programming skills
Strong experience in relational database and SQL
Strong low/high level application design skills
Experience designing and building RESTful web APIs
Good understanding of common design patterns and best practices around security and performance
Passion for code quality and attention to detail
A go-getter attitude with oceans of optimism, humility, and self-motivation
A strong ability to quickly learn new technologies and to keep yourself updated with the latest in tech.
Drive, curiosity, and a passion for doing the right thing
Acumen for mentoring and growing team members
Familiarity with NoSQL databases, distributed caches, and data-grids
Advance hands-on experience with Java, Spring, and JUnit
Advance hands-on experience handling distributed messaging patterns including events and jobs.

Good To Have:
Hands-on experience with Go and related ecosystem.
Hands-on experience with RoR, Node.js, or Python.
Strong with Information Architecture fundamentals.
Hands-on experience with ML and AI applications.


CTC: Upto 40LPA including Variable.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization, B.Com in Any Specialization, B.B.A/ B.M.S in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization
Key Skills
springJavaCore JavaAlgorithmsNoSQLJUnitRestful WebservicesSoftware DesignMicroservices"|['spring', 'Java', 'Core Java', 'Algorithms', 'NoSQL', 'JUnit', 'Software Design', 'Microservices']|Backend -Technical Lead_ Leading Furniture Company|Not Disclosed||1|
16|38|24 days ago|B.Tech/B.E. in Electronics/Telecommunication, Computers|2 - 3 years|"Job description
We are looking for candidate who ha knowledge & experience on on CAN protocol, Vector tools, CAN configuration development.
RoleSoftware Developer
Industry TypeEngineering & Construction
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Electronics/Telecommunication, Computers
PG :MCA in Any Specialization, M.Tech in Electronics/Telecommunication, Computers
Key Skills
CANCAN configuration developmentVector tool"|[]|Can Configuration Engineer (Pune)|₹ 1,25,000 - 4,00,000 P.A.|||MCA in Any Specialization, M.Tech in Electronics/Telecommunication, Computers
17|28|26 days ago|Diploma in Any Specialization|1 - 2 years|"Job description
Qualification: ANY COMPUTER HARDWARE AND NETWORKING OR DIPLOMA HOLDER
Experience: 1 year minimum
Test and repair computer or computer-related equipment for use.
Supervise installation of computer or computer-related equipment and components
RoleHardware Installation Technician
Industry TypeHardware & Networking
Functional AreaIT Hardware, Technical Support, Telecom Engineering
Employment TypeFull Time, Permanent
Role CategoryIT Hardware
Education
UG :Diploma in Any Specialization
Key Skills
Hardware NetworkingDesktop Engineering"|['Hardware Networking', 'Desktop Engineering']|Desktop Engineer|₹ 1,75,000 P.A.||3|
18|495|26 days ago|B.Sc in Computers, B.Tech/B.E. in Computers, BCA in Computers|1 - 6 years|"Job description
We are hiring for DevOps Engineer with experience in

DevOps Stack, Jenkins and CI/CD
Data management & Analytics
Documentation & Knowledge sharing throughout the SDLC.
Maintain, Scale, automate, tune performance & troubleshoot Apps etc.
.
.

Required Candidate profile
.
Must have

Min 1+ yrs experience in DevOps Stack, Jenkins & CI/CD
Knowledge of PHI, GDPR and other data privacy initiatives
Hands-on experience in monitoring tools like Splunk, IP Soft, Sockeye, etc
RoleSoftware Developer
Industry TypeSoftware Product
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Sc in Computers, B.Tech/B.E. in Computers, BCA in Computers
PG :MCA in Computers, MS/M.Sc(Science) in Computers, M.Tech in Computers
Key Skills
JenkinsIP SoftMySQLCI/CDDevops EngineerSockeyeSplunkDevopsSQL"|['Jenkins', 'MySQL', 'Splunk', 'Devops', 'SQL']|DevOps Engineer (Immediate Joiner)|₹ 6,00,000 - 12,00,000 P.A.||6|MCA in Computers, MS/M.Sc(Science) in Computers, M.Tech in Computers
19|146|26 days ago|Any Graduate|2 - 5 years|"Job description
Designing, Creating, & Maintaining data management & processing systems
• Taking care of the complete ETL process
• Experience of structured and unstructured data, including integrating data from multiple
sources

Required Candidate profile
Experience in
Hadoop, Hive, Spark, Scala, Python, Pyspark
NOSQL OR Mongo DB
Sqoop, Flume or ETL

Minimum Key Skill is Python, Scala and Spark with some AWS (Min 2+ years exp in these 3 skills)
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
SCALASparkPython
HadoopAWS
Skills highlighted with ‘‘ are preferred keyskills"|['SCALA', 'Spark', 'Python', 'Hadoop', 'AWS']|Big Data Engineer|₹ 6,00,000 - 10,00,000 P.A.|||
20|33|26 days ago|B.Tech/B.E. in Any Specialization|2 - 7 years|"Job description
Assist to implement& support key security technology.Provide Tech. Support, Maintain & Support Firewall analysis tool,Automated Secuirty Metric Scorecard,GIS Security Tool
Minimize Business downtime,Exp in AWS, Azure, CISSP, CISM, CISA are preferred.
RoleSystem Security
Industry TypeBanking
Functional AreaIT Software - Network Administration, Security
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
AzureGIS securityCISACisspAWSCISM"|['Azure', 'CISA', 'Cissp', 'AWS', 'CISM']|Urgent Opening For Security Engineer Officer|Not Disclosed|||
21|Less than 10|26 days ago|B.Tech/B.E. in Any Specialization|4 - 9 years|"Job description
•Hands on experience in various DFT aspects
DFT MAX, TetraMAX OR Cadence tools: RTL Compiler, Encounter Test OR Mentor Graphics tools: Tessent tool chain, TestKompress - Debussy, VCS/Questa/IUS - PT tool from Synopsys .
RoleTesting Engineer
Industry TypeElectronic Components / Semiconductors
Functional AreaIT Software - Embedded, EDA, VLSI, ASIC, Chip Design
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
Scan insertionDFTMBIST
Cadence toolsDFT MAXMentor Graphics toolsTetraMAX
Skills highlighted with ‘‘ are preferred keyskills"|['DFT']|Dft Engineer, Reputed semiconductor MNC Multiple location|₹ 20,00,000 - 35,00,000 P.A.|||
22|436|26 days ago|Any Graduate|3 - 7 years|"Job description
Good hands on experience as a Devops engineer,
Good is - AWS, Power shell, Migration Docker, kubernates, Cloud Computing, Terraforms, Python

Minimum exp - 3+ yr
Start date - Immediate candidates can apply.

Call us for more details - 9860732274
RoleSolution Architect / Enterprise Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :Any Graduate
Key Skills
AWS Devopsstorage architectureShell ScriptingMigrationDevopsAWSKubernetesPython"|['Shell Scripting', 'Migration', 'Devops', 'AWS', 'Python']|Devops Engineer|₹ 6,00,000 - 12,00,000 P.A.|||
23|86|26 days ago|Any Graduate|3 - 8 years|"Job description
Required Skills
Experienced with Cloud Data Migration.
Good understanding of Azure Data Factory , Unstructured data , Python , etc.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Temporary/Contractual
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Azuredevopscloud data migration"|['Azure', 'devops']|Azure DevOps Engineer with CDM|Not Disclosed|||
24|86|26 days ago|Any Graduate|5 - 10 years|"Job description
At least 5 years of overall experience in Databases
Expert-level knowledge of PostgreSQL/Microsoft SQL Server and database architectures
Extensive experience writing PGSQL/T-SQL
Good understanding of Data Integration/ETL/ELT processes
Python develpmt
RoleDatabase Architect/Designer
Industry TypeIT Services & Consulting
Functional AreaIT Software - DBA, Datawarehousing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
PostgresqlDevopsData Integration
AzureCI/CDOLAPOLTPETLAWSScriptingPythonPGSQL
Skills highlighted with ‘‘ are preferred keyskills"|['Postgresql', 'Devops', 'Data Integration', 'Azure', 'OLAP', 'OLTP', 'ETL', 'AWS', 'Scripting', 'Python', 'PGSQL']|Database Engineer with PostgreSQL|₹ 15,00,000 - 25,00,000 P.A.||2|
