|Doctorate :|Job Applicants:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:
10||26||30+ days ago|Any Graduate|4 - 6 years|"Job description
Roles and Responsibilities
Hi we have opening for Test Engineer 4yrs -6yrs (Automation Selenium Java/ python , LINUX,SQL ) for Client Product MNC Bangalore 7days joiners only.

Pls find the jd below

EXP :4yrs-6yrs
Location: Bangalore
Notice period: immediate to 7days.


Selenium, or Robot
Java or Python.
Expertise in Linux and SQL DB .

Drop cv to sreedharr@isquaresoft.com






RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Selenium or RobotLInuxSQLBDQA TesterJava or PythonTest EngineerTesting"|['LInux', 'QA Tester', 'Test Engineer', 'Testing']|Test Engineer 4yrs -6yrs (Automation Selenium Java/ python , LINUX,SQL|Not Disclosed|
11|Doctorate Not Required|193|Post Graduation Not Required|22 days ago|Any Graduate|1 - 3 years|"Job description
Roles and Responsibilities
*Designation* –Field Engineer(Male)
*Job Location* : All MP Districts

*Required qualification* – Diploma in computer science /Electronics and/or Telecommunications Engineering/Information Technology or Bachelor’s degree in any stream.

*Certification* –Certification in CCNA or any other certification in the computer network field such as INCIA,CompTIA Network+

*Required Experience* – Minimum one year of experience in network configuration

*Required Skills* –

1.Person should have adequate knowledge of networking devices.
2.Should have analytical and troubleshooting skills.
3.Good team management and coordination skills.

*Salary* : Based on last CTC or Hike on current CTC + all expenses + PF/ESIC




RoleIT/Networking-Manager
Industry TypeHardware & Networking
Functional AreaIT Software - Network Administration, Security
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :Any Graduate
PG :Post Graduation Not Required
Doctorate :Doctorate Not Required
Key Skills
Troubleshooting SkillsNetwork ConfigurationField EngineeringNetworkingTelecommunications EngineeringNetwork DevicesComputer ScienceElectronicsComptiaCoordination Skills"|['Troubleshooting Skills', 'Network Configuration', 'Field Engineering', 'Networking', 'Computer Science', 'Electronics', 'Comptia', 'Coordination Skills']|Field Engineer- All MP|Not Disclosed|30
12||187|MCA in Computers|21 days ago|B.Tech/B.E. in Any Specialization|7 - 12 years|"Job description
DevOps Engineer

Experience: 8+ Years
Location: Bangalore
Shift: Rotational Shift

Notice Period: 30 Days

Were currently on the lookout for an energetic, skilled and passionate devops / infrastructure engineer to help support reliable services for our product. Candidates should be enthusiastic about infrastructure automation and security, working with a larger team to support an integrated product.

Mandatory Skills:

Good experience in Devops and its tools
Experience in AWS and its services
Experience in Docker
Experience in Kubernetes
Experience in Monitoring tools
Experience in Terraform, Cloud Formation
Experience in Linux, Git

• 8+ years of overall experience and relevant of at least 4+ years. (Devops experience has be more when compared to the overall experience)
• Experience with Kubernetes and other container management solutions
• Should have hands on and good understanding on DevOps tools and automation framework
• Demonstrated hands-on experience with DevOps techniques building continuous integration solutions using Jenkins, Docker, Git, Maven
• Experience with n-tier web application development and experience in J2EE / .Net based frameworks
• Look for ways to improve: Security, Reliability, Diagnostics, and costs
• Knowledge of security, networking, DNS, firewalls, WAF etc
• Familiarity with Helm, Terraform for provisioning GKE,Bash/shell scripting
• Must be proficient in one or more scripting languages: Unix Shell, Perl, Python
• Knowledge and experience with Linux OS
• Should have working experience with monitoring tools like DataDog, Elk, and/or SPLUNK, or any other monitoring tools/processes
• Experience working in Agile environments
• Ability to handle multiple competing priorities in a fast-paced environment
• Strong Automation and Problem-solving skills and ability
• Experience of implementing and supporting AWS based instances and services (e.g. EC2, S3, EBS, ELB, RDS, IAM, Route53, Cloudfront, Elasticache).
•Very strong hands with Automation tools such Terraform
• Good experience with provisioning tools such as Ansible, Chef
• Experience with CI CD tools such as Jenkins.
•Experience managing production.
• Good understanding of security in IT and the cloud
• Good knowledge of TCP/IP

RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :MCA in Computers
Key Skills
TerraformDockerAWS
MavenElkDocker ProductsDevopsJenkinsGITLinuxContinuous IntegrationAnsibleKubernetes
Skills highlighted with ‘‘ are preferred keyskills"|['Docker', 'AWS', 'Maven', 'Devops', 'Jenkins', 'GIT', 'Linux', 'Continuous Integration', 'Ansible']|Devops Engineer|₹ 25,00,000 - 27,50,000 P.A.|50
13|Doctorate Not Required|1504|Post Graduation Not Required|15 days ago|Any Graduate|3 - 8 years|"Job description
Roles and Responsibilities
As a DevOps and CI/CD Engineer, you will work closely with our SW development, QA and
support teams to automate and streamline every step of the release pipeline.

Your responsibilities will include:

Maintaining end evolving our CI/CD strategy
Understanding the needs of stakeholders and creating solutions to address them
Working with software engineers to ensure that development follows established
processes and works as intended
Setting up new development tools and infrastructure
Working on ways to automate and improve the development and release processes
Required technical skills:
CI/CD tools (Jenkins, Ansible, Maven, Ant, SonarQube)
Source code management systems (SVN, Git)
Programming in Shell script (such as Bash, Python) and Java
Databases (Oracle, PostgreSQL)
Linux admin level; Containers; Kubernetes; Terraform
Cloud services, AWS preferred

You must also have:
Strong problem-solving skills
Good attention to detail
Excellent team working and communication skills
Ability to explore and learn on your own
Organizational and time management skills
At least 6 years of proven experience on the role



RoleSoftware Developer
Industry TypeInternet
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Doctorate :Doctorate Not Required
Key Skills
JenkinsJavaLinux AdministrationGITTerraformAntAnsibleSonarqubeAWSKubernetes"|['Jenkins', 'Java', 'Linux Administration', 'GIT', 'Ant', 'Ansible', 'AWS']|DevOps and CI/CD Engineer|Not Disclosed|
14|Doctorate Not Required|411|Any Postgraduate|28 days ago|B.Tech/B.E. in Any Specialization|5 - 10 years|"Job description
Roles and Responsibilities
If the below JD is matching to your tech stack. please share your updated CV

Job Description:
Domain - Gaming
Location : HSR, Bangalore

Experience: 6+ years working experience in a DevOps capacity, preferably as a DevOps Engineer

Roles & Responsibilities:
• Manage and develop continuous integration and deployment solutions for production
applications across various sites/software.
• Manage availability, latency, scalability and efficiency of the platform by engineering reliability into software and systems
• Participate in service capacity planning and demand forecasting, software performance analysis and system tuning
• Conduct training on junior DevOps engineers and be responsible for the architecture and technical leadership of the entire DevOps infrastructure
Requirements:
• Hands on programming skills on developing automation modules on Python/Go/Bash
• Require hands on experience with both private and public cloud infrastructure and interfacing programmatically through APIs.
• Relevant DevOps/Operations/Development experience working under Agile DevOps culture on large scale distributed systems in production infrastructure.
• Successful track record of providing production support for large-scale distributed systems, with experience in Docker Swarm and Kubernetes.
• Hands-on experience on continuous integration and build tools like Jenkins along with version control systems like Git and ticketing systems like Jira.
• Proficient in one or more of the following monitoring and logging tools: Prometheus, Sensu, Nagios, Ganglia, Cacti, collectd, Logstash, Graphite, Cepmon
• Working knowledge of Linux, TCP/IP, and web services
• Working knowledge in Security and Vulnerability detections.
• Should have done production migration and update/upgrades with minimum or zero down time.
• Good knowledge on Security, Audits and compliance requirements.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
Cepmon Sensu Cacti Agile Graphite Azure CI/CD Monitoring Deployment Go Cloud Scripting NagiosDevOps AWS Prometheus Ganglia Python Bash Logstash Colletd"|['DevOps']|Senior DevOps Engineer - Gaming|Not Disclosed|
15|Doctorate Not Required|115|Any Postgraduate|22 days ago|B.Sc in Computers, BCA in Computers, B.Tech/B.E. in Computers|1 - 6 years|"Job description
Job Description :

- Planning, implementing, managing, monitoring, and upgrading security measures for the protection of the organization's data, systems, and networks.

- Troubleshooting security and network problems.

- Responding to all system andor network security breaches.

- Ensuring that the organization's data and infrastructure are protected by enabling the appropriate security controls.

- Participating in the change management process.

- Testing and identifying network and system vulnerabilities.

- Daily administrative tasks, reporting, and communication with the relevant departments in the organization.

Qualifications :

- A degree in Computer Science, IT, Systems Engineering or the minimum following certifications: Security+, A+, Network+, Certified Ethical Hacker and GSEC

- 6 years of work experience with incident detection, incident response and forensics.

- Experience with Firewalls (functionality and maintenance), Office 365 Security, VSX, and Endpoint Security.

- Proficiency in Python, C++, Java, Ruby, Node, Go, andor Power Shell.

- Ability to work under pressure in a fast-paced environment.

- Strong attention to detail with an analytical mind and outstanding problem-solving skills.

- Great awareness of cybersecurity trends and hacking techniques
RoleSystem Security
Industry TypeIT Services & Consulting
Functional AreaIT Software - Network Administration, Security
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Sc in Computers, BCA in Computers, B.Tech/B.E. in Computers
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
Ethical HackingJavaCertified Ethical HackerCyber SecurityNetworkingSecurity+Network SecurityGoProgrammingPython"|['Ethical Hacking', 'Java', 'Certified Ethical Hacker', 'Cyber Security', 'Networking', 'Security+', 'Network Security', 'Go', 'Programming', 'Python']|Cyber Security Engineer - Python/Ruby Programming|Not Disclosed|
16|Doctorate Not Required|40|Any Postgraduate|22 days ago|B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Computers|5 - 9 years|"Job description
Job Description :
- Data Engineer will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up.
- The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems, and products.

Responsibilities :

- Create and maintain optimal data pipeline architecture

- Decompose high level business needs into functional needs by understanding problem and determining data needs

- Assemble large, complex data sets that meet functional / non-functional business requirements

- Working with Business Systems Analysts, and directly with data consumers to develop data solutions for acquiring, managing, and publishing data

- Design and create processes for contextualizing, cleaning, aggregating, and transforming data, making it better and more useful to the business

- Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency, and other key business performance metrics Technology

- Exp : 2to 5

- SQL- 7/10: needs to be strong on this

- Spark, Python/Scala - 6/10: Can make exceptions

- Strong in stakeholder management & communication - AWS preferable
RoleDBA
Industry TypeAccounting / Auditing
Functional AreaIT Software - DBA, Datawarehousing
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Computers
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
Data PipelineScalaData ManagementSparkAWSPythonSQL"|['Scala', 'Data Management', 'Spark', 'AWS', 'Python', 'SQL']|Data Engineer - Python/Scala|Not Disclosed|
17|Doctorate Not Required|488|Any Postgraduate|22 days ago|B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Computers|2 - 4 years|"Job description
Description :

Seeking a DevOps Engineer, who will be working with cross-functional teams to define, design, and deliver DevOps infrastructure and adopt best practices of IAC to guarantee a robust and stable CICD process to increase efficiency and achieve 100% automation.

Key Responsibilities :

- Able to manage infrastructure using AWS, GCP, Azure or other cloud platforms

- Able to manage Code Repositories like GitHub, GitLab or BitBucket

- Able to automate software quality gateway using Sonarqube

- Able to manage Branching and Merging strategies.

- Able to manage CI pipeline using Jenkins, CircleCI, Bitbucket or similar tools

- Able to manage automated build & deployment process along with Rollback mechanisms

- Able to identify and mitigate infrastructure security and performance risks

- Able to design Disaster Recovery & Backup policies

- Able to design InfrastructureApplication Monitoring processes and tools

- Able to design DevOps Strategy for a given project with consideration to Quality, Performance and Cost

- Able to do costbenefit analysis for the proposed infrastructure

- Able to fully automate software delivery process for distributed teams of developers

- Able to identify new tools and process and train people to use them

Education and Experience :

- 3+ Years of relevant experience with experience

- Has worked on an Enterprise level project for a Fortune 500 company

- Experience working in Agile Team and working understanding of Scrum & Kanban

- Risk Identification & Mitigation

- Certifications for DevOps

- Deep experience of either a technology stack or a domain

- Good to have a GitHub profile with 100 stars OR active contributor in stack overflow

Analytical & Person Skills :

- Must have good logical reasoning and analytical skills

- Good communication skills in English - both written and verbal

- Demonstrate Ownership and Accountability of their work

- Interest in new technologies and latest innovation trends

- Multi-tasking capabilities and team management

- Be able to manage multiple stakeholders

- Be able to resolve conflicts amicably

- Forward thinking
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Computers
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
JenkinsGithubGCPBuildCIBitbucketSonarqubeDevopsGitlabAWS"|['Jenkins', 'Github', 'GCP', 'Build', 'CI', 'Devops', 'AWS']|DevOps Engineer - AWS/Azure|Not Disclosed|
18|Doctorate Not Required|24|M.Tech in Any Specialization|22 days ago|B.Tech/B.E. in Any Specialization|2 - 3 years|"Job description
Job Description and Job Responsibility:
Offshore Flutter IOS and Androids SMEs (IN-based):
1. Serves as the developers for Mobile application engineering and delivery tasks
2. Design, implement and deliver clean code with a focus on integrating these platforms
with the wider Azure platform services, such as Security and data services using good
Continuous Integration (CI) and continuous Delivery (CD) pipelines.
3. Uses automation to make the job more efficient.
4. Analyse, diagnose, replicate, solve and resolve technical issues reported by client’s
teams to fix any Mobile OS issues
5. Write maintainable reusable software and always think self-served from consumer
perspective.
6. Advance unresolved issues that require more in-depth knowledge in a timely manner
7. Take ownership, handle and maintain status on support requests from the client’s
Business unit customers
8. Report and submit product defects and work with other engineering groups to triage
customer/business unit issues
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Mobile
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :M.Tech in Any Specialization
Doctorate :Doctorate Not Required
Key Skills
Mobile OS IOSContinuous Integration Azure AndroidFlutterFlutter Engineers"|['Continuous Integration']|Flutter Engineers|Not Disclosed|
19|Doctorate Not Required|207|Any Postgraduate|22 days ago|B.Tech/B.E. in Any Specialization|2 - 3 years|"Job description
Job Description and Job Responsibility:

Offshore Mobile Test Automation Engineers:

1. Serve as the resource for creating test plans for Mobile validation
2. Verify component, Device and mobile OS flow and function with the system
integration and application-level features and functionality to ensure reliability, accuracy and performance reaches our standards for quality.
3. Review engineering technical design documents and requirements. Provide plan and strategy about how and where to build in testability
4. Increase and improve automated test coverage.
5. Contribute to existing tools, frameworks, and related solutions.
6. Improve delivered product quality across the entire platform and applications.
7. Collaborate on determining root cause of production outages and adding quality improvements to prevent outages in the future.
8. Shift timings will based on UK timing.
Education: Bachelor of Engineering or relevant higher qualification.
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Mobile
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
Mobile Automation Testing Flutter Mobile Test Automation Engineers Azure"|[]|Mobile Automation Test Engineer|Not Disclosed|
